Ei - VirationalEnergy : 
Level 1 1,83551567045119E-22
Level 1 4,83852017902828E-22
Level 1 7,16349610055539E-22
Level 1 1,0888244909435E-21
Level 1 1,69836648463581E-21
Level 1 1,85492324615335E-21
Level 1 2,20320232300228E-21
Level 1 1,20990938870109E-21
Level 1 2,88912256270024E-21
Level 1 2,43686148935067E-21
