Ei - VirationalEnergy : 
Level 1 1,83551567045119E-22
Level 2 4,83852017902828E-22
Level 3 7,16349610055539E-22
Level 4 1,0888244909435E-21
Level 5 1,69836648463581E-21
Level 6 1,85492324615335E-21
Level 7 2,20320232300228E-21
Level 8 1,20990938870109E-21
Level 9 2,88912256270024E-21
Level 10 2,43686148935067E-21
